planId,planName,planCode,provisionType,description
287,"c3-highcpu-22 - 22 vCPUs, 44 GB RAM",c3-highcpu-22,Google,"22 vCPUs, 44 GB RAM"
354,"c4-highcpu-24 - 24 vCPUs, 48 GB RAM",c4-highcpu-24,Google,"24 vCPUs, 48 GB RAM"
495,"ct5l-hightpu-1t - 24 vCPUs, 48 GB RAM, 1 Google TPUs",ct5l-hightpu-1t,Google,"24 vCPUs, 48 GB RAM, 1 Google TPUs"
498,"ct5lp-hightpu-1t - 24 vCPUs, 48 GB RAM, 1 Google TPUs",ct5lp-hightpu-1t,Google,"24 vCPUs, 48 GB RAM, 1 Google TPUs"
521,"g2-standard-12 - Graphics Optimized: 1 NVIDIA L4 GPU, 12 vCPUs, 48GB RAM",g2-standard-12,Google,"Graphics Optimized: 1 NVIDIA L4 GPU, 12 vCPUs, 48GB RAM"
314,"c3d-highcpu-30 - 30 vCPUs, 59 GB RAM",c3d-highcpu-30,Google,"30 vCPUs, 59 GB RAM"
386,"c4-standard-16 - 16 vCPUs, 60 GB RAM",c4-standard-16,Google,"16 vCPUs, 60 GB RAM"
387,"c4-standard-16-lssd - 16 vCPUs, 60 GB RAM",c4-standard-16-lssd,Google,"16 vCPUs, 60 GB RAM"
450,"c4d-highcpu-32 - 32 vCPUs, 60 GB RAM",c4d-highcpu-32,Google,"32 vCPUs, 60 GB RAM"
380,"c4-highmem-8 - 8 vCPUs, 62 GB RAM",c4-highmem-8,Google,"8 vCPUs, 62 GB RAM"
381,"c4-highmem-8-lssd - 8 vCPUs, 62 GB RAM",c4-highmem-8-lssd,Google,"8 vCPUs, 62 GB RAM"
475,"c4d-standard-16 - 16 vCPUs, 62 GB RAM",c4d-standard-16,Google,"16 vCPUs, 62 GB RAM"
476,"c4d-standard-16-lssd - 16 vCPUs, 62 GB RAM, 1 local SSD",c4d-standard-16-lssd,Google,"16 vCPUs, 62 GB RAM, 1 local SSD"
471,"c4d-highmem-8 - 8 vCPUs, 63 GB RAM",c4d-highmem-8,Google,"8 vCPUs, 63 GB RAM"
472,"c4d-highmem-8-lssd - 8 vCPUs, 63 GB RAM, 1 local SSD",c4d-highmem-8-lssd,Google,"8 vCPUs, 63 GB RAM, 1 local SSD"
297,"c3-highmem-8 - 8 vCPUs, 64 GB RAM",c3-highmem-8,Google,"8 vCPUs, 64 GB RAM"
331,"c3d-highmem-8 - 8 vCPUs, 64 GB RAM",c3d-highmem-8,Google,"8 vCPUs, 64 GB RAM"
332,"c3d-highmem-8-lssd - 8 vCPUs, 64 GB RAM, 1 local SSD",c3d-highmem-8-lssd,Google,"8 vCPUs, 64 GB RAM, 1 local SSD"
335,"c3d-standard-16 - 16 vCPUs, 64 GB RAM",c3d-standard-16,Google,"16 vCPUs, 64 GB RAM"
336,"c3d-standard-16-lssd - 16 vCPUs, 64 GB RAM, 1 local SSD",c3d-standard-16-lssd,Google,"16 vCPUs, 64 GB RAM, 1 local SSD"
357,"c4-highcpu-32 - 32 vCPUs, 64 GB RAM",c4-highcpu-32,Google,"32 vCPUs, 64 GB RAM"
409,"c4a-highcpu-32 - 32 vCPUs, 64 GB RAM",c4a-highcpu-32,Google,"32 vCPUs, 64 GB RAM"
429,"c4a-highmem-8 - 8 vCPUs, 64 GB RAM",c4a-highmem-8,Google,"8 vCPUs, 64 GB RAM"
430,"c4a-highmem-8-lssd - 8 vCPUs, 64 GB RAM, 2 local SSD",c4a-highmem-8-lssd,Google,"8 vCPUs, 64 GB RAM, 2 local SSD"
432,"c4a-standard-16 - 16 vCPUs, 64 GB RAM",c4a-standard-16,Google,"16 vCPUs, 64 GB RAM"
433,"c4a-standard-16-lssd - 16 vCPUs, 64 GB RAM, 4 local SSD",c4a-standard-16-lssd,Google,"16 vCPUs, 64 GB RAM, 4 local SSD"
522,"g2-standard-16 - Graphics Optimized: 1 NVIDIA L4 GPU, 16 vCPUs, 64GB RAM",g2-standard-16,Google,"Graphics Optimized: 1 NVIDIA L4 GPU, 16 vCPUs, 64GB RAM"
638,"n4-highcpu-32 - 32 vCPUs, 64 GB RAM",n4-highcpu-32,Google,"32 vCPUs, 64 GB RAM"
650,"n4-highmem-8 - 8 vCPUs, 64 GB RAM",n4-highmem-8,Google,"8 vCPUs, 64 GB RAM"
652,"n4-standard-16 - 16 vCPUs, 64 GB RAM",n4-standard-16,Google,"16 vCPUs, 64 GB RAM"
661,"t2a-standard-16 - 16 vCPUs, 64 GB RAM",t2a-standard-16,Google,"16 vCPUs, 64 GB RAM"
668,"t2d-standard-16 - 16 vCPUs, 64 GB RAM",t2d-standard-16,Google,"16 vCPUs, 64 GB RAM"
688,"z3-highmem-8-highlssd - 8 vCPUs, 64 GB RAM, 1 Local SSDs",z3-highmem-8-highlssd,Google,"8 vCPUs, 64 GB RAM, 1 Local SSDs"
289,"c3-highcpu-44 - 44 vCPUs, 88 GB RAM",c3-highcpu-44,Google,"44 vCPUs, 88 GB RAM"
302,"c3-standard-22 - 22 vCPUs, 88 GB RAM",c3-standard-22,Google,"22 vCPUs, 88 GB RAM"
303,"c3-standard-22-lssd - 22 vCPUs, 88 GB RAM, 4 local SSDs",c3-standard-22-lssd,Google,"22 vCPUs, 88 GB RAM, 4 local SSDs"
391,"c4-standard-24 - 24 vCPUs, 90 GB RAM",c4-standard-24,Google,"24 vCPUs, 90 GB RAM"
392,"c4-standard-24-lssd - 24 vCPUs, 90 GB RAM, 4 local SSDs",c4-standard-24-lssd,Google,"24 vCPUs, 90 GB RAM, 4 local SSDs"
453,"c4d-highcpu-48 - 48 vCPUs, 90 GB RAM",c4d-highcpu-48,Google,"48 vCPUs, 90 GB RAM"
359,"c4-highcpu-48 - 48 vCPUs, 96 GB RAM",c4-highcpu-48,Google,"48 vCPUs, 96 GB RAM"
411,"c4a-highcpu-48 - 48 vCPUs, 96 GB RAM",c4a-highcpu-48,Google,"48 vCPUs, 96 GB RAM"
523,"g2-standard-24 - Graphics Optimized: 2 NVIDIA L4 GPUs, 24 vCPUs, 96GB RAM",g2-standard-24,Google,"Graphics Optimized: 2 NVIDIA L4 GPUs, 24 vCPUs, 96GB RAM"
640,"n4-highcpu-48 - 48 vCPUs, 96 GB RAM",n4-highcpu-48,Google,"48 vCPUs, 96 GB RAM"
678,"z3-highmem-14-standardlssd - 14 vCPUs, 112 GB RAM, 1 Local SSDs",z3-highmem-14-standardlssd,Google,"14 vCPUs, 112 GB RAM, 1 Local SSDs"
317,"c3d-highcpu-60 - 60 vCPUs, 118 GB RAM",c3d-highcpu-60,Google,"60 vCPUs, 118 GB RAM"
339,"c3d-standard-30 - 30 vCPUs, 120 GB RAM",c3d-standard-30,Google,"30 vCPUs, 120 GB RAM"
340,"c3d-standard-30-lssd - 30 vCPUs, 120 GB RAM, 2 local SSDs",c3d-standard-30-lssd,Google,"30 vCPUs, 120 GB RAM, 2 local SSDs"
396,"c4-standard-32 - 32 vCPUs, 120 GB RAM",c4-standard-32,Google,"32 vCPUs, 120 GB RAM"
397,"c4-standard-32-lssd - 32 vCPUs, 120 GB RAM",c4-standard-32-lssd,Google,"32 vCPUs, 120 GB RAM"
454,"c4d-highcpu-64 - 64 vCPUs, 120 GB RAM",c4d-highcpu-64,Google,"64 vCPUs, 120 GB RAM"
364,"c4-highmem-16 - 16 vCPUs, 124 GB RAM",c4-highmem-16,Google,"16 vCPUs, 124 GB RAM"
365,"c4-highmem-16-lssd - 16 vCPUs, 124 GB RAM",c4-highmem-16-lssd,Google,"16 vCPUs, 124 GB RAM"
480,"c4d-standard-32 - 32 vCPUs, 124 GB RAM",c4d-standard-32,Google,"32 vCPUs, 124 GB RAM"
481,"c4d-standard-32-lssd - 32 vCPUs, 124 GB RAM, 2 local SSDs",c4d-standard-32-lssd,Google,"32 vCPUs, 124 GB RAM, 2 local SSDs"
457,"c4d-highmem-16 - 16 vCPUs, 126 GB RAM",c4d-highmem-16,Google,"16 vCPUs, 126 GB RAM"
458,"c4d-highmem-16-lssd - 16 vCPUs, 126 GB RAM, 1 local SSD",c4d-highmem-16-lssd,Google,"16 vCPUs, 126 GB RAM, 1 local SSD"
320,"c3d-highmem-16 - 16 vCPUs, 128 GB RAM",c3d-highmem-16,Google,"16 vCPUs, 128 GB RAM"
321,"c3d-highmem-16-lssd - 16 vCPUs, 128 GB RAM, 1 local SSD",c3d-highmem-16-lssd,Google,"16 vCPUs, 128 GB RAM, 1 local SSD"
412,"c4a-highcpu-64 - 64 vCPUs, 128 GB RAM",c4a-highcpu-64,Google,"64 vCPUs, 128 GB RAM"
416,"c4a-highmem-16 - 16 vCPUs, 128 GB RAM",c4a-highmem-16,Google,"16 vCPUs, 128 GB RAM"
417,"c4a-highmem-16-lssd - 16 vCPUs, 128 GB RAM, 4 local SSD",c4a-highmem-16-lssd,Google,"16 vCPUs, 128 GB RAM, 4 local SSD"
435,"c4a-standard-32 - 32 vCPUs, 128 GB RAM",c4a-standard-32,Google,"32 vCPUs, 128 GB RAM"
436,"c4a-standard-32-lssd - 32 vCPUs, 128 GB RAM, 6 local SSD",c4a-standard-32-lssd,Google,"32 vCPUs, 128 GB RAM, 6 local SSD"
524,"g2-standard-32 - Graphics Optimized: 1 NVIDIA L4 GPU, 32 vCPUs, 128GB RAM",g2-standard-32,Google,"Graphics Optimized: 1 NVIDIA L4 GPU, 32 vCPUs, 128GB RAM"
641,"n4-highcpu-64 - 64 vCPUs, 128 GB RAM",n4-highcpu-64,Google,"64 vCPUs, 128 GB RAM"
644,"n4-highmem-16 - 16 vCPUs, 128 GB RAM",n4-highmem-16,Google,"16 vCPUs, 128 GB RAM"
654,"n4-standard-32 - 32 vCPUs, 128 GB RAM",n4-standard-32,Google,"32 vCPUs, 128 GB RAM"
663,"t2a-standard-32 - 32 vCPUs, 128 GB RAM",t2a-standard-32,Google,"32 vCPUs, 128 GB RAM"
670,"t2d-standard-32 - 32 vCPUs, 128 GB RAM",t2d-standard-32,Google,"32 vCPUs, 128 GB RAM"
679,"z3-highmem-16-highlssd - 16 vCPUs, 128 GB RAM, 2 Local SSDs",z3-highmem-16-highlssd,Google,"16 vCPUs, 128 GB RAM, 2 Local SSDs"
413,"c4a-highcpu-72 - 72 vCPUs, 144 GB RAM",c4a-highcpu-72,Google,"72 vCPUs, 144 GB RAM"
643,"n4-highcpu-80 - 80 vCPUs, 160 GB RAM",n4-highcpu-80,Google,"80 vCPUs, 160 GB RAM"
249,"a2-ultragpu-1g - Accelerator Optimized: 1 NVIDIA A100 80GB GPU, 12 vCPUs, 170GB RAM, 1 local SSD",a2-ultragpu-1g,Google,"Accelerator Optimized: 1 NVIDIA A100 80GB GPU, 12 vCPUs, 170GB RAM, 1 local SSD"
291,"c3-highcpu-88 - 88 vCPUs, 176 GB RAM",c3-highcpu-88,Google,"88 vCPUs, 176 GB RAM"
294,"c3-highmem-22 - 22 vCPUs, 176 GB RAM",c3-highmem-22,Google,"22 vCPUs, 176 GB RAM"
306,"c3-standard-44 - 44 vCPUs, 176 GB RAM",c3-standard-44,Google,"44 vCPUs, 176 GB RAM"
307,"c3-standard-44-lssd - 44 vCPUs, 176 GB RAM, 8 local SSDs",c3-standard-44-lssd,Google,"44 vCPUs, 176 GB RAM, 8 local SSDs"
683,"z3-highmem-22-highlssd - 22 vCPUs, 176 GB RAM, 3 Local SSDs",z3-highmem-22-highlssd,Google,"22 vCPUs, 176 GB RAM, 3 Local SSDs"
684,"z3-highmem-22-standardlssd - 22 vCPUs, 176 GB RAM, 2 Local SSDs",z3-highmem-22-standardlssd,Google,"22 vCPUs, 176 GB RAM, 2 Local SSDs"
696,"ct6e-standard-1t - 44 vCPUs, 176 GB RAM, 1 Google V6 lite TPUs",ct6e-standard-1t,Google,"44 vCPUs, 176 GB RAM, 1 Google V6 lite TPUs"
319,"c3d-highcpu-90 - 90 vCPUs, 177 GB RAM",c3d-highcpu-90,Google,"90 vCPUs, 177 GB RAM"
400,"c4-standard-48 - 48 vCPUs, 180 GB RAM",c4-standard-48,Google,"48 vCPUs, 180 GB RAM"
401,"c4-standard-48-lssd - 48 vCPUs, 180 GB RAM",c4-standard-48-lssd,Google,"48 vCPUs, 180 GB RAM"
456,"c4d-highcpu-96 - 96 vCPUs, 180 GB RAM",c4d-highcpu-96,Google,"96 vCPUs, 180 GB RAM"
369,"c4-highmem-24 - 24 vCPUs, 186 GB RAM",c4-highmem-24,Google,"24 vCPUs, 186 GB RAM"
370,"c4-highmem-24-lssd - 24 vCPUs, 186 GB RAM, 4 local SSDs",c4-highmem-24-lssd,Google,"24 vCPUs, 186 GB RAM, 4 local SSDs"
485,"c4d-standard-48 - 48 vCPUs, 186 GB RAM",c4d-standard-48,Google,"48 vCPUs, 186 GB RAM"
486,"c4d-standard-48-lssd - 48 vCPUs, 186 GB RAM, 4 local SSDs",c4d-standard-48-lssd,Google,"48 vCPUs, 186 GB RAM, 4 local SSDs"
361,"c4-highcpu-96 - 96 vCPUs, 192 GB RAM",c4-highcpu-96,Google,"96 vCPUs, 192 GB RAM"
439,"c4a-standard-48 - 48 vCPUs, 192 GB RAM",c4a-standard-48,Google,"48 vCPUs, 192 GB RAM"
440,"c4a-standard-48-lssd - 48 vCPUs, 192 GB RAM, 10 local SSD",c4a-standard-48-lssd,Google,"48 vCPUs, 192 GB RAM, 10 local SSD"
496,"ct5l-hightpu-4t - 112 vCPUs, 192 GB RAM, 4 Google TPUs",ct5l-hightpu-4t,Google,"112 vCPUs, 192 GB RAM, 4 Google TPUs"
499,"ct5lp-hightpu-4t - 112 vCPUs, 192 GB RAM, 4 Google TPUs",ct5lp-hightpu-4t,Google,"112 vCPUs, 192 GB RAM, 4 Google TPUs"
526,"g2-standard-48 - Graphics Optimized: 4 NVIDIA L4 GPUs, 48 vCPUs, 192GB RAM",g2-standard-48,Google,"Graphics Optimized: 4 NVIDIA L4 GPUs, 48 vCPUs, 192GB RAM"
656,"n4-standard-48 - 48 vCPUs, 192 GB RAM",n4-standard-48,Google,"48 vCPUs, 192 GB RAM"
665,"t2a-standard-48 - 48 vCPUs, 192 GB RAM",t2a-standard-48,Google,"48 vCPUs, 192 GB RAM"
672,"t2d-standard-48 - 48 vCPUs, 192 GB RAM",t2d-standard-48,Google,"48 vCPUs, 192 GB RAM"
255,"a3-highgpu-1g - Accelerator Optimized: 1 NVIDIA H100 GPU, 26 vCPUs, 234GB RAM",a3-highgpu-1g,Google,"Accelerator Optimized: 1 NVIDIA H100 GPU, 26 vCPUs, 234GB RAM"
324,"c3d-highmem-30 - 30 vCPUs, 240 GB RAM",c3d-highmem-30,Google,"30 vCPUs, 240 GB RAM"
325,"c3d-highmem-30-lssd - 30 vCPUs, 240 GB RAM, 2 local SSDs",c3d-highmem-30-lssd,Google,"30 vCPUs, 240 GB RAM, 2 local SSDs"
344,"c3d-standard-60 - 60 vCPUs, 240 GB RAM",c3d-standard-60,Google,"60 vCPUs, 240 GB RAM"
345,"c3d-standard-60-lssd - 60 vCPUs, 240 GB RAM, 4 local SSDs",c3d-standard-60-lssd,Google,"60 vCPUs, 240 GB RAM, 4 local SSDs"
673,"t2d-standard-60 - 60 vCPUs, 240 GB RAM",t2d-standard-60,Google,"60 vCPUs, 240 GB RAM"
374,"c4-highmem-32 - 32 vCPUs, 248 GB RAM",c4-highmem-32,Google,"32 vCPUs, 248 GB RAM"
375,"c4-highmem-32-lssd - 32 vCPUs, 248 GB RAM",c4-highmem-32-lssd,Google,"32 vCPUs, 248 GB RAM"
487,"c4d-standard-64 - 64 vCPUs, 248 GB RAM",c4d-standard-64,Google,"64 vCPUs, 248 GB RAM"
488,"c4d-standard-64-lssd - 64 vCPUs, 248 GB RAM, 6 local SSDs",c4d-standard-64-lssd,Google,"64 vCPUs, 248 GB RAM, 6 local SSDs"
462,"c4d-highmem-32 - 32 vCPUs, 252 GB RAM",c4d-highmem-32,Google,"32 vCPUs, 252 GB RAM"
463,"c4d-highmem-32-lssd - 32 vCPUs, 252 GB RAM, 2 local SSDs",c4d-highmem-32-lssd,Google,"32 vCPUs, 252 GB RAM, 2 local SSDs"
419,"c4a-highmem-32 - 32 vCPUs, 256 GB RAM",c4a-highmem-32,Google,"32 vCPUs, 256 GB RAM"
420,"c4a-highmem-32-lssd - 32 vCPUs, 256 GB RAM, 6 local SSD",c4a-highmem-32-lssd,Google,"32 vCPUs, 256 GB RAM, 6 local SSD"
441,"c4a-standard-64 - 64 vCPUs, 256 GB RAM",c4a-standard-64,Google,"64 vCPUs, 256 GB RAM"
442,"c4a-standard-64-lssd - 64 vCPUs, 256 GB RAM, 14 local SSD",c4a-standard-64-lssd,Google,"64 vCPUs, 256 GB RAM, 14 local SSD"
646,"n4-highmem-32 - 32 vCPUs, 256 GB RAM",n4-highmem-32,Google,"32 vCPUs, 256 GB RAM"
657,"n4-standard-64 - 64 vCPUs, 256 GB RAM",n4-standard-64,Google,"64 vCPUs, 256 GB RAM"
685,"z3-highmem-32-highlssd - 32 vCPUs, 256 GB RAM, 4 Local SSDs",z3-highmem-32-highlssd,Google,"32 vCPUs, 256 GB RAM, 4 Local SSDs"
350,"c4-highcpu-144 - 144 vCPUs, 288 GB RAM",c4-highcpu-144,Google,"144 vCPUs, 288 GB RAM"
443,"c4a-standard-72 - 72 vCPUs, 288 GB RAM",c4a-standard-72,Google,"72 vCPUs, 288 GB RAM"
444,"c4a-standard-72-lssd - 72 vCPUs, 288 GB RAM, 16 local SSD",c4a-standard-72-lssd,Google,"72 vCPUs, 288 GB RAM, 16 local SSD"
659,"n4-standard-80 - 80 vCPUs, 320 GB RAM",n4-standard-80,Google,"80 vCPUs, 320 GB RAM"
250,"a2-ultragpu-2g - Accelerator Optimized: 2 NVIDIA A100 80GB GPUs, 24 vCPUs, 340GB RAM, 2 local SSD",a2-ultragpu-2g,Google,"Accelerator Optimized: 2 NVIDIA A100 80GB GPUs, 24 vCPUs, 340GB RAM, 2 local SSD"
493,"ct3-hightpu-4t - 96 vCPUs, 340 GB RAM, 2 vNUMA nodes",ct3-hightpu-4t,Google,"96 vCPUs, 340 GB RAM, 2 vNUMA nodes"
494,"ct3p-hightpu-4t - 48 vCPUs, 340 GB RAM, 1 vNUMA nodes",ct3p-hightpu-4t,Google,"48 vCPUs, 340 GB RAM, 1 vNUMA nodes"
286,"c3-highcpu-176 - 176 vCPUs, 352 GB RAM",c3-highcpu-176,Google,"176 vCPUs, 352 GB RAM"
296,"c3-highmem-44 - 44 vCPUs, 352 GB RAM",c3-highmem-44,Google,"44 vCPUs, 352 GB RAM"
310,"c3-standard-88 - 88 vCPUs, 352 GB RAM",c3-standard-88,Google,"88 vCPUs, 352 GB RAM"
311,"c3-standard-88-lssd - 88 vCPUs, 352 GB RAM, 16 local SSDs",c3-standard-88-lssd,Google,"88 vCPUs, 352 GB RAM, 16 local SSDs"
529,"h3-standard-88 - 88 vCPUs, 352 GB RAM",h3-standard-88,Google,"88 vCPUs, 352 GB RAM"
686,"z3-highmem-44-highlssd - 44 vCPUs, 352 GB RAM, 6 Local SSDs",z3-highmem-44-highlssd,Google,"44 vCPUs, 352 GB RAM, 6 Local SSDs"
687,"z3-highmem-44-standardlssd - 44 vCPUs, 352 GB RAM, 3 Local SSDs",z3-highmem-44-standardlssd,Google,"44 vCPUs, 352 GB RAM, 3 Local SSDs"
313,"c3d-highcpu-180 - 180 vCPUs, 354 GB RAM",c3d-highcpu-180,Google,"180 vCPUs, 354 GB RAM"
348,"c3d-standard-90 - 90 vCPUs, 360 GB RAM",c3d-standard-90,Google,"90 vCPUs, 360 GB RAM"
349,"c3d-standard-90-lssd - 90 vCPUs, 360 GB RAM, 8 local SSDs",c3d-standard-90-lssd,Google,"90 vCPUs, 360 GB RAM, 8 local SSDs"
404,"c4-standard-96 - 96 vCPUs, 360 GB RAM",c4-standard-96,Google,"96 vCPUs, 360 GB RAM"
405,"c4-standard-96-lssd - 96 vCPUs, 360 GB RAM",c4-standard-96-lssd,Google,"96 vCPUs, 360 GB RAM"
448,"c4d-highcpu-192 - 192 vCPUs, 360 GB RAM",c4d-highcpu-192,Google,"192 vCPUs, 360 GB RAM"
378,"c4-highmem-48 - 48 vCPUs, 372 GB RAM",c4-highmem-48,Google,"48 vCPUs, 372 GB RAM"
379,"c4-highmem-48-lssd - 48 vCPUs, 372 GB RAM",c4-highmem-48-lssd,Google,"48 vCPUs, 372 GB RAM"
491,"c4d-standard-96 - 96 vCPUs, 372 GB RAM",c4d-standard-96,Google,"96 vCPUs, 372 GB RAM"
492,"c4d-standard-96-lssd - 96 vCPUs, 372 GB RAM, 8 local SSDs",c4d-standard-96-lssd,Google,"96 vCPUs, 372 GB RAM, 8 local SSDs"
545,"m4-megamem-28 - 28 vCPUs, 372 GB RAM",m4-megamem-28,Google,"28 vCPUs, 372 GB RAM"
467,"c4d-highmem-48 - 48 vCPUs, 378 GB RAM",c4d-highmem-48,Google,"48 vCPUs, 378 GB RAM"
468,"c4d-highmem-48-lssd - 48 vCPUs, 378 GB RAM, 4 local SSDs",c4d-highmem-48-lssd,Google,"48 vCPUs, 378 GB RAM, 4 local SSDs"
352,"c4-highcpu-192 - 192 vCPUs, 384 GB RAM",c4-highcpu-192,Google,"192 vCPUs, 384 GB RAM"
423,"c4a-highmem-48 - 48 vCPUs, 384 GB RAM",c4a-highmem-48,Google,"48 vCPUs, 384 GB RAM"
424,"c4a-highmem-48-lssd - 48 vCPUs, 384 GB RAM, 10 local SSD",c4a-highmem-48-lssd,Google,"48 vCPUs, 384 GB RAM, 10 local SSD"
497,"ct5l-hightpu-8t - 224 vCPUs, 384 GB RAM, 8 Google TPUs",ct5l-hightpu-8t,Google,"224 vCPUs, 384 GB RAM, 8 Google TPUs"
500,"ct5lp-hightpu-8t - 224 vCPUs, 384 GB RAM, 8 Google TPUs",ct5lp-hightpu-8t,Google,"224 vCPUs, 384 GB RAM, 8 Google TPUs"
528,"g2-standard-96 - Graphics Optimized: 8 NVIDIA L4 GPUs, 96 vCPUs, 384GB RAM",g2-standard-96,Google,"Graphics Optimized: 8 NVIDIA L4 GPUs, 96 vCPUs, 384GB RAM"
648,"n4-highmem-48 - 48 vCPUs, 384 GB RAM",n4-highmem-48,Google,"48 vCPUs, 384 GB RAM"
501,"ct5p-hightpu-4t - 208 vCPUs, 448 GB RAM, 4 Google TPUs",ct5p-hightpu-4t,Google,"208 vCPUs, 448 GB RAM, 4 Google TPUs"
256,"a3-highgpu-2g - Accelerator Optimized: 2 NVIDIA H100 GPU, 52 vCPUs, 468GB RAM",a3-highgpu-2g,Google,"Accelerator Optimized: 2 NVIDIA H100 GPU, 52 vCPUs, 468GB RAM"
329,"c3d-highmem-60 - 60 vCPUs, 480 GB RAM",c3d-highmem-60,Google,"60 vCPUs, 480 GB RAM"
330,"c3d-highmem-60-lssd - 60 vCPUs, 480 GB RAM, 4 local SSDs",c3d-highmem-60-lssd,Google,"60 vCPUs, 480 GB RAM, 4 local SSDs"
469,"c4d-highmem-64 - 64 vCPUs, 504 GB RAM",c4d-highmem-64,Google,"64 vCPUs, 504 GB RAM"
470,"c4d-highmem-64-lssd - 64 vCPUs, 504 GB RAM, 6 local SSDs",c4d-highmem-64-lssd,Google,"64 vCPUs, 504 GB RAM, 6 local SSDs"
425,"c4a-highmem-64 - 64 vCPUs, 512 GB RAM",c4a-highmem-64,Google,"64 vCPUs, 512 GB RAM"
426,"c4a-highmem-64-lssd - 64 vCPUs, 512 GB RAM, 14 local SSD",c4a-highmem-64-lssd,Google,"64 vCPUs, 512 GB RAM, 14 local SSD"
649,"n4-highmem-64 - 64 vCPUs, 512 GB RAM",n4-highmem-64,Google,"64 vCPUs, 512 GB RAM"
699,"c3-highcpu-192-metal - Compute Optimized Bare Metal: 192 vCPUs, 512 GB RAM",c3-highcpu-192-metal,Google,"Compute Optimized Bare Metal: 192 vCPUs, 512 GB RAM"
384,"c4-standard-144 - 144 vCPUs, 540 GB RAM",c4-standard-144,Google,"144 vCPUs, 540 GB RAM"
385,"c4-standard-144-lssd - 144 vCPUs, 540 GB RAM, 24 local SSDs",c4-standard-144-lssd,Google,"144 vCPUs, 540 GB RAM, 24 local SSDs"
355,"c4-highcpu-288 - 288 vCPUs, 576 GB RAM",c4-highcpu-288,Google,"288 vCPUs, 576 GB RAM"
427,"c4a-highmem-72 - 72 vCPUs, 576 GB RAM",c4a-highmem-72,Google,"72 vCPUs, 576 GB RAM"
428,"c4a-highmem-72-lssd - 72 vCPUs, 576 GB RAM, 16 local SSD",c4a-highmem-72-lssd,Google,"72 vCPUs, 576 GB RAM, 16 local SSD"
701,"m2-ultramemx-96 - 96 vCPUs, 600 GB RAM, 2.9 TB PMEM",m2-ultramemx-96,Google,"96 vCPUs, 600 GB RAM, 2.9 TB PMEM"
651,"n4-highmem-80 - 80 vCPUs, 640 GB RAM",n4-highmem-80,Google,"80 vCPUs, 640 GB RAM"
251,"a2-ultragpu-4g - Accelerator Optimized: 4 NVIDIA A100 80GB GPUs, 48 vCPUs, 680GB RAM, 4 local SSD",a2-ultragpu-4g,Google,"Accelerator Optimized: 4 NVIDIA A100 80GB GPUs, 48 vCPUs, 680GB RAM, 4 local SSD"
298,"c3-highmem-88 - 88 vCPUs, 704 GB RAM",c3-highmem-88,Google,"88 vCPUs, 704 GB RAM"
299,"c3-standard-176 - 176 vCPUs, 704 GB RAM",c3-standard-176,Google,"176 vCPUs, 704 GB RAM"
300,"c3-standard-176-lssd - 176 vCPUs, 704 GB RAM, 32 local SSDs",c3-standard-176-lssd,Google,"176 vCPUs, 704 GB RAM, 32 local SSDs"
689,"z3-highmem-88 - 88 vCPUs, 704 GB RAM, 12 Local SSDs",z3-highmem-88,Google,"88 vCPUs, 704 GB RAM, 12 Local SSDs"
690,"z3-highmem-88-highlssd - 88 vCPUs, 704 GB RAM, 12 Local SSDs",z3-highmem-88-highlssd,Google,"88 vCPUs, 704 GB RAM, 12 Local SSDs"
691,"z3-highmem-88-standardlssd - 88 vCPUs, 704 GB RAM, 6 Local SSDs",z3-highmem-88-standardlssd,Google,"88 vCPUs, 704 GB RAM, 6 Local SSDs"
315,"c3d-highcpu-360 - 360 vCPUs, 708 GB RAM",c3d-highcpu-360,Google,"360 vCPUs, 708 GB RAM"
333,"c3d-highmem-90 - 90 vCPUs, 720 GB RAM",c3d-highmem-90,Google,"90 vCPUs, 720 GB RAM"
334,"c3d-highmem-90-lssd - 90 vCPUs, 720 GB RAM, 8 local SSDs",c3d-highmem-90-lssd,Google,"90 vCPUs, 720 GB RAM, 8 local SSDs"
337,"c3d-standard-180 - 180 vCPUs, 720 GB RAM",c3d-standard-180,Google,"180 vCPUs, 720 GB RAM"
338,"c3d-standard-180-lssd - 180 vCPUs, 720 GB RAM, 16 local SSDs",c3d-standard-180-lssd,Google,"180 vCPUs, 720 GB RAM, 16 local SSDs"
388,"c4-standard-192 - 192 vCPUs, 720 GB RAM",c4-standard-192,Google,"192 vCPUs, 720 GB RAM"
389,"c4-standard-192-lssd - 192 vCPUs, 720 GB RAM",c4-standard-192-lssd,Google,"192 vCPUs, 720 GB RAM"
451,"c4d-highcpu-384 - 384 vCPUs, 720 GB RAM",c4d-highcpu-384,Google,"384 vCPUs, 720 GB RAM"
697,"ct6e-standard-4t - 180 vCPUs, 720 GB RAM, 4 Google V6 lite TPUs",ct6e-standard-4t,Google,"180 vCPUs, 720 GB RAM, 4 Google V6 lite TPUs"
382,"c4-highmem-96 - 96 vCPUs, 744 GB RAM",c4-highmem-96,Google,"96 vCPUs, 744 GB RAM"
383,"c4-highmem-96-lssd - 96 vCPUs, 744 GB RAM",c4-highmem-96-lssd,Google,"96 vCPUs, 744 GB RAM"
477,"c4d-standard-192 - 192 vCPUs, 744 GB RAM",c4d-standard-192,Google,"192 vCPUs, 744 GB RAM"
